,Date,Location,Treatment,as_measured,amount_used,collector,google_second_wave_trend,google_drug_resistant_trend,is_suspicious,numeric_location,loc_0,loc_1,loc_2,loc_3,loc_4,loc_5,loc_6,loc_7,loc_8,loc_9,loc_10,week_number,stagger_second_flu_trend,stagger_drug_resistant
209,3/23/18,Avalon - Gym,0.0,1806,10.0,Carmen,0.0,0.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,12,0.0,99.0
211,4/1/18,Avalon - Lobby,1.0,1835,7.0,Carmen,17.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,1,13,0.0,0.0
212,4/2/18,Avalon - Gym,1.0,1799,7.0,Carmen,46.0,0.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,14,17.0,0.0
213,4/3/18,Avalon - Gym,1.0,1787,12.0,Carmen,0.0,0.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,14,46.0,0.0
214,4/4/18,Avalon - Gym,1.0,1776,11.0,Carmen,14.0,49.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,14,0.0,0.0
215,4/5/18,Avalon - Gym,1.0,1767,9.0,Carmen,22.0,40.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,14,14.0,49.0
216,4/6/18,Avalon - Gym,1.0,1763,4.0,Carmen,11.0,50.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,14,22.0,40.0
217,4/8/18,Avalon - Lobby,0.0,1831,4.0,Carmen,0.0,45.0,0.0,10,0,0,0,0,0,0,0,0,0,0,1,14,11.0,50.0
218,4/9/18,Avalon - Gym,0.0,1756,7.0,Carmen,31.0,31.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,15,0.0,45.0
219,4/10/18,Avalon - Gym,0.0,1749,7.0,Carmen,0.0,46.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,15,31.0,31.0
220,4/11/18,Avalon - Gym,0.0,1742,7.0,Carmen,15.0,54.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,15,0.0,46.0
221,4/12/18,Avalon - Gym,0.0,1740,2.0,Carmen,0.0,47.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,15,15.0,54.0
222,4/13/18,Avalon - Gym,0.0,1735,5.0,Carmen,0.0,66.0,0.0,3,0,0,0,1,0,0,0,0,0,0,0,15,0.0,47.0
